,Company Name,company contact,company email,company phone,Address,City,State,Postcode,Industry,Industry descr,Company Type,Current fulltime,Job created,Job retain,Effective Date,Total Savings,Savings from beginning receiving benefits,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
331,"POOK DIEMONT & OHL, INC.",Ted Ohl,info@pdoinc.com,7184022677,704 East 133rd Street,PORT MORRIS,NY,10454,Manufacturing,MFG. (THEATRE SETS),ECSP,35.0,,,02/10/2009,657.58,16259.18,Bronx,40.801741,-73.915484,201.0,17.0,19.0,2092867.0,2025610021.0,Mott Haven-Port Morris
353,"RUGUS REALTY, INC. DBA MISS GRIMBLE",Errol Bier,errol@missgrimble.com,7186652253,909 EAST 135TH STREET,Bronx,NY,10454,Manufacturing,LANDLORD/WHOLSALE,ECSP,5.0,2.0,5.0,04/10/2007,1.85,21780.28,Bronx,40.800542,-73.909345,201.0,17.0,19.0,2094136.0,2025940050.0,Mott Haven-Port Morris
364,"Silver Hill Atelier, LLC",Norvel Hermanovski,norvel@silverhillarts.com,7185851691,250 East 139th Street,Bronx,NY,10451,Manufacturing,"Custon artwork for hotels, restaurants and casinos",ECSP,8.0,,,10/12/2010,1374.77,13937.04,Bronx,40.811967,-73.92706,201.0,8.0,51.0,2097046.0,2023330017.0,Mott Haven-Port Morris
374,"Skyline Windows, LLC",Steven Kraus,ekraus@skylinewindows.com,2123913000,220 E 138th Street,Bronx,NY,10451,Manufacturing,Manufacturer of windows,ECSP,275.0,,,01/12/2012,9962.93,111828.42,Bronx,40.812078,-73.928609,201.0,8.0,51.0,2097047.0,2023220081.0,Mott Haven-Port Morris
393,The Bronx Brewery LLC,Damian Brown,damian@thebronxbrewery.com,7185149000,856 E. 136th Street,Bronx,NY,10454,Manufacturing,Beer Manufacturer,ECSP,68.0,,,08/08/2017,14771.61,45728.24,Bronx,40.801987,-73.910315,201.0,17.0,19.0,2003992.0,2025870030.0,Mott Haven-Port Morris
432,"WALDORF BAKERY, INC. DBA MAURICE",CRAIG BIER,mrdessert@gmail.com,7186652496,909 EAST 135TH STREET,bronx,NY,10454,Manufacturing,WHOLESALE,ECSP,6.0,3.0,6.0,06/08/2007,18.7,13734.02,Bronx,40.800542,-73.909345,201.0,17.0,19.0,2094136.0,2025940050.0,Mott Haven-Port Morris
53,"Arista Coffee, Inc.",Stephen Vouvoudakis,tom@aristacoffee.com,3474086012,59-01 55th Street,Maspeth,NY,11318,Commercial,Company is a roaster of coffee beans,ECSP,40.0,,,10/28/2016,12209.8,41763.52,Queens,40.716759,-73.913146,405.0,30.0,535.0,4059082.0,4026300001.0,Maspeth
137,"DURA FOAM, INC.",ANTHONY FONTANA,ldyjewles@yahoo.com,7188481216,63-02 59TH AVENUE,Queens,NY,11378,Manufacturing,MFG/FABR FOAM & CUSHIONS,ECSP,14.0,10.0,14.0,03/01/2006,52.33,323.11,Queens,40.719695,-73.901421,405.0,30.0,521.0,4437578.0,4027550023.0,Maspeth
165,First United Distribution Corp.,Ismeta Durkovic,ismetaksdc@gmail.com,7183261219,58-38 59th Street,Queens,NY,11378,Wholesale/Warehouse/Distribution,Carrier Operation,ECSP,2.0,,,10/16/2015,3379.82,13603.31,Queens,40.719945,-73.908282,405.0,30.0,525.0,4539678.0,4026810052.0,Maspeth
201,"Hi Tech Metals, Inc.",Jay Valentino,justyjay47@alo.com,7188941212,59-20 56th Avenue,Maspeth,NY,11378,Manufacturing,Specializes custom architecual metal,ECSP,114.0,,,07/17/2019,26085.73,48294.64,Queens,40.725308,-73.907795,405.0,30.0,531.0,4059963.0,4026890019.0,Maspeth
256,"Lida Collection, Inc.",Jeff Xia,Lidausa88@gmail.com,3406446608,58-86 Grand Avenue,Maspeth,NY,11378,Wholesale/Warehouse/Distribution,Warehouse/wholesale Importer of women clothing,ECSP,3.0,,,10/15/2015,301.71,2179.54,Queens,40.720275,-73.908942,405.0,30.0,525.0,4540084.0,4026810044.0,Maspeth
288,Music Arhive Collection LLC Floor 2 and 3,Dawn Deleone,DawnDeleon@hotmail.com,6463161057,58-86 Grand Avenue,Maspeth,NY,11378,Wholesale/Warehouse/Distribution,Storage Facility,ECSP,1.0,,,08/15/2018,6102.79,8660.95,Queens,40.720275,-73.908942,405.0,30.0,525.0,4540084.0,4026810044.0,Maspeth
303,"New York Insulation, Inc.",Anthony Cardinale,nyinsulate@aol.com,7183260125,58-48 59th Street,Maspeth,NY,11378,Commercial,Building material and supplies,ECSP,13.0,,,05/17/2011,5226.51,44761.24,Queens,40.719591,-73.908261,405.0,30.0,525.0,4539687.0,4026810058.0,Maspeth
340,"Rareform Carting, Inc.",Teresa Gerrity,grandproperty1@aol.com,7182055188,58-38 59th Street,Queens,NY,11378,Commercial,Garbage container service and building landlord,ECSP,4.0,,,02/16/2012,3389.47,19652.38,Queens,40.719945,-73.908282,405.0,30.0,525.0,4539678.0,4026810052.0,Maspeth
390,T & Z Properties LLC,Tina Kurek,2klandmark@aol.com,5167467305,54-21 73rd Place,Maspeth,NY,11378,Commercial,Real Estate Co.,ECSP,14.0,,,08/15/2018,3176.39,7809.89,Queens,40.729191,-73.888992,405.0,30.0,49302.0,4062880.0,4028030084.0,Maspeth
54,Armada New York LLC,Cory Watson,cory@armadany.com,2677335445,"141 Flushing Ave, Bldg 77, Unit 404",Brooklyn,NY,11205,Manufacturing,wood furniture,ECSP,10.0,,,05/20/2019,4385.8,7810.11,Brooklyn,40.697863,-73.971138,302.0,33.0,543.0,3335143.0,3020230001.0,park-cemetery-etc-Brooklyn
96,"Casual Films, Inc.",Barnaby Cook,barnaby@casualfilms.com,2127964933,"141 Flushing Ave, Bldg 77, Ste #902",Brooklyn,NY,11205,Manufacturing,film production and post production,ECSP,17.0,,,04/19/2019,1340.05,2606.63,Brooklyn,40.697863,-73.971138,302.0,33.0,543.0,3335143.0,3020230001.0,park-cemetery-etc-Brooklyn
119,D.S. & Durga LLC,Kavita Ahuja,durga@dsanddurga.com,9176125566,"141 Flushing Ave, Bldg 77, #608",Brooklyn,NY,11205,Manufacturing,perfume and candles,ECSP,8.0,,,08/19/2019,920.08,2047.66,Brooklyn,40.697863,-73.971138,302.0,33.0,543.0,3335143.0,3020230001.0,park-cemetery-etc-Brooklyn
164,Fidelity Payment Services Ltd.,Uri Kunstlinger,legal@fidelitypayment.com,7187822823,"141 Flushing Ave, Bldg 77, Suites 501 & 510",Brooklyn,NY,11205,Commercial,Merchant payment processing & related svcs,ECSP,76.0,,,05/20/2019,9584.9,16510.55,Brooklyn,40.697863,-73.971138,302.0,33.0,543.0,3335143.0,3020230001.0,park-cemetery-etc-Brooklyn
177,gCreate LLC,Anna Lee,anna@gcreate.com,7188528418,"141 Flushing Ave, Bldg 77, Ste 605",Brooklyn,NY,11205,Manufacturing,mfg and distribute 3D printers,ECSP,5.0,,,04/19/2019,1951.66,3698.07,Brooklyn,40.697863,-73.971138,302.0,33.0,543.0,3335143.0,3020230001.0,park-cemetery-etc-Brooklyn
179,"Globus Cork, Inc.",Jennifer Biscoe,info@corkfloor.com,7187427264,"141 Flushing Ave, Bldg 77, #604",Brooklyn,NY,11025,Manufacturing,Manufacturer of color tiles,ECSP,8.0,,,07/19/2019,2347.61,4060.38,Brooklyn,40.697863,-73.971138,302.0,33.0,543.0,3335143.0,3020230001.0,park-cemetery-etc-Brooklyn
194,Hall Street Storage LLC,Jeffrey Sitt,jsitt@vinegarhillhc.com,7188553636,12-38 HALL STREET,Brooklyn,NY,11205,Wholesale/Warehouse/Distribution,"Cold storage, dry storage warehouse",ECSP,21.0,,,07/08/2014,81492.53,328295.65,Brooklyn,40.6972,-73.966663,302.0,35.0,543.0,3334438.0,3018750014.0,park-cemetery-etc-Brooklyn
208,"HUSH Studios, Inc.",David Schwarz,info@heyhush.com,7184221537,"141 Flushing Ave, Bldg 77, #602",Brooklyn,NY,11205,Commercial,Graphic design,ECSP,14.0,,,03/21/2019,3040.72,5821.14,Brooklyn,40.697863,-73.971138,302.0,33.0,543.0,3335143.0,3020230001.0,park-cemetery-etc-Brooklyn
252,"Lafayette 148, Inc",Thomas Hoi,tom.hoi@lafayette148.com,6467087000,"141 Flushing Ave, Bldg 77, 14th Fl",Brooklyn,NY,11205,Wholesale/Warehouse/Distribution,Mfg & distribute women''s apparel and accessories,ECSP,300.0,,,01/14/2019,64379.58,99681.5,Brooklyn,40.697863,-73.971138,302.0,33.0,543.0,3335143.0,3020230001.0,park-cemetery-etc-Brooklyn
329,"Picture Farm II, LLC",Monae Freeman,monae@picturefarmpro.com,7182188001,"141 Flushing Ave, Ste 506",Brooklyn,NY,11205,Commercial,video production,ECSP,26.0,,,04/19/2019,3509.41,6762.69,Brooklyn,40.697863,-73.971138,302.0,33.0,543.0,3335143.0,3020230001.0,park-cemetery-etc-Brooklyn
338,"R Simon Design, Inc.",Jasmine Labeau,jasmine@lightsup.info,7184994209,"141 Flushing Ave, Bldg. 77  #907",Brooklyn,NY,11205,Manufacturing,Design and Produce Lighting Fixtures,ECSP,10.0,,,04/19/2019,1509.56,2501.52,Brooklyn,40.697863,-73.971138,302.0,33.0,543.0,3335143.0,3020230001.0,park-cemetery-etc-Brooklyn
349,"Rony Elka Vardi, Inc",Daniel Stenson,dan@catbirdnyc.com,6469301977,"141 Flushing Ave, Bldg 77, Unit #903",Brooklyn,NY,11205,Manufacturing,jewelry,ECSP,103.0,,,02/20/2019,9848.65,18667.55,Brooklyn,40.697863,-73.971138,302.0,33.0,543.0,3335143.0,3020230001.0,park-cemetery-etc-Brooklyn
354,Russ Ops LLC,Niki  Russ Federman,niki@russanddaughters.com,2124754880,"141 Flushing Ave, Bldg 77, #102",Brooklyn,NY,11205,Manufacturing,Food  Manufacturer,ECSP,31.0,,,04/19/2019,18093.75,31813.35,Brooklyn,40.697863,-73.971138,302.0,33.0,543.0,3335143.0,3020230001.0,park-cemetery-etc-Brooklyn
387,Sunset Park Farm LLC,Gwen  Schantz,gwen@brooklyngrangefarm.com,7184042023,"63 Flushing Ave, Bldg 3 #1105",Brooklyn,NY,11205,Manufacturing,greenhouse vegetables and flowers,ECSP,11.0,,,05/12/2020,1150.25,1926.51,Brooklyn,40.69802,-73.974986,302.0,33.0,543.0,3335129.0,3020230001.0,park-cemetery-etc-Brooklyn
406,Transmitter Brewing LLC,Anthony Accardi,ant@transmitterbrewing.com,6463788529,"141 Flushing Ave, Bldg 77, Ste 104",Brooklyn,NY,11205,Manufacturing,beer brewer,ECSP,5.0,,,08/19/2019,11356.74,18901.61,Brooklyn,40.697863,-73.971138,302.0,33.0,543.0,3335143.0,3020230001.0,park-cemetery-etc-Brooklyn
65,"Barry X. Ball Studio, Inc.",Barry Ball,lilla@barryxball.com,7187822319,193 Banker Street,Brooklyn,NY,11222,Manufacturing,,ECSP,15.0,,,08/01/2018,19006.75,29709.76,Brooklyn,40.725029,-73.955523,301.0,33.0,561.0,3065495.0,3026160045.0,Greenpoint
131,DIAMOND STREET PROPERTIES,Gina Argento,lunabella3939@aol.com,7183499146,203 Meserole Ave,BROOKLYN,NY,11222,Manufacturing,"film, television production",ECSP,44.0,,,03/04/2008,14170.4,605142.43,Brooklyn,40.728643,-73.948045,301.0,33.0,573.0,3065441.0,3026020024.0,Greenpoint
169,"Foster Reeve & Associates, Inc.",Foster Reeve,creilly@fraplaster.com,7186090090,1155 Manhattan Avenue #1011,Brooklyn,NY,11222,Manufacturing,"Mfg. of Plaster, Molding",ECSP,31.0,,,06/02/2010,3941.88,48609.78,Brooklyn,40.738162,-73.955442,301.0,33.0,563.0,3404803.0,3024720350.0,Greenpoint
189,Greenpoint Avenue Realty LLC,Gina Argento,ginabws@gmail.com,7183499093,370 Greenpoint Avenue,Brooklyn,NY,11222,Manufacturing,Film studio productions,ECSP,2.0,,,11/03/2014,29759.29,195526.67,Brooklyn,40.732015,-73.944744,301.0,33.0,579.0,3065233.0,3025830012.0,Greenpoint
190,"GREENPOINT GROUP, LLC",Mike  Kustanovich,aletaind@aol.com,7183490040,242 Eagle Street,BROOKLYN,NY,11222,Manufacturing,manufacture air conditioning ducts,ECSP,36.0,,,06/02/2008,1124.8,57207.71,Brooklyn,40.735569,-73.950677,301.0,33.0,579.0,3332274.0,3025060027.0,Greenpoint
243,"Kickstarter, PBC",Perry  Chen,Finance@kickstarter.com,3478154501,58 Kent St,Brooklyn,NY,11222,Commercial,Internet fundraising,ECSP,123.0,,,12/01/2017,16592.79,44767.49,Brooklyn,40.730475,-73.958839,301.0,33.0,565.0,3337019.0,3025570007.0,Greenpoint
253,LAFAYETTE GRINDING CORP.,GOPAL SHARMA,info@lafgrind.com,7183885973,54-56 DOBBIN STREET,Brooklyn,NY,11222,Wholesale/Warehouse/Distribution,WHSE METAL GROUND PLATES,ECSP,13.0,,,01/05/2009,1422.89,136633.47,Brooklyn,40.723859,-73.953835,301.0,33.0,569.0,3065963.0,3026430050.0,Greenpoint
271,"Maribel's Sweets, Inc.",Maribel Liberman,info@mariebelle.com,2122299906,44 Dobbin Street,Brooklyn,NY,11222,Manufacturing,Chocolate and candies,ECSP,23.0,,,07/02/2009,4248.34,87011.98,Brooklyn,40.723636,-73.953709,301.0,33.0,569.0,3065961.0,3026430045.0,Greenpoint
320,Parallel Development Ltd.,William Pickering,will@paralleldevelopment.net,7185990037,810 Humboldt Street,Brooklyn,NY,11222,Manufacturing,"Engineering, design and fabrication studio",ECSP,2.0,,,08/02/2010,917.37,16734.35,Brooklyn,40.729518,-73.946078,301.0,33.0,579.0,3065444.0,3026050001.0,Greenpoint
323,"PEERLESS IMPORTERS, INC.",Matthew Matassa,mmatassa@empiremerchants.com,7183835500,16 BRIDGEWATER STREET,BROOKLYN,NY,11222,Wholesale/Warehouse/Distribution,Dist. of Wines,ECSP,739.0,,,04/02/2008,4244.62,344465.15,Brooklyn,40.727108,-73.934949,301.0,33.0,589.0,3066696.0,3026660125.0,Greenpoint
345,"Richards Plumbing & Heating Co., Inc.",Richard Turchiano,rturchiano@rph.nyc,7183839900,231 Kent Street,Brooklyn,NY,11222,Commercial,"plumbing, heating and fire protection",ECSP,67.0,,,05/02/2019,8099.4,8099.4,Brooklyn,40.731238,-73.95098,301.0,33.0,579.0,3064651.0,3025520010.0,Greenpoint
367,"Silverman Ceramics, LLC/Alsio Design, LLC",ROBERT SILVERMAN,2bsilverman@gmail.com,9173705858,1155-1205 MANHATTAN AVENUE,BROOKLYN,NY,11222,Manufacturing,specializing in ceramic prototypes for special projects,ECSP,3.0,,,12/03/2007,26.55,1437.94,Brooklyn,40.738162,-73.955442,301.0,33.0,563.0,3404803.0,3024720350.0,Greenpoint
377,Spectrum,Brian Wells,brian.c.wells@charter.com,3143949773,59 Paidge Avenue,Brooklyn,NY,11222,Wholesale/Warehouse/Distribution,Fleet storage and maintenance facility,ECSP,434.0,,,10/01/2007,6816.04,860520.44,Brooklyn,40.736623,-73.949922,301.0,33.0,579.0,3063797.0,3024910051.0,Greenpoint
389,T & M Richardson Street LLC,Gina Argento,ginabws@gmail.com,7183499093,272 Meserole Avenue,Brooklyn,NY,11222,Manufacturing,Film studio productions,ECSP,3.0,,,03/05/2019,26179.97,45242.25,Brooklyn,40.72941,-73.944418,301.0,33.0,589.0,3065929.0,3026290006.0,Greenpoint
66,BCGA Concept Corporation,Terry Tang,terry@bcga.com,2124880661,465 Johnson Avenue,Brooklyn,NY,11237,Manufacturing,beverage mfg and bottling,ECSP,33.0,,,12/05/2019,15081.15,36814.35,Brooklyn,40.708212,-73.929482,301.0,34.0,449.0,3331486.0,3029740159.0,East Williamsburg
71,Best Choice Trading Corp,Lee Fung Fong,bestchoiceseafood@yahoo.com,7183662999,146 Stewart Avenue,Brooklyn,NY,11237,Wholesale/Warehouse/Distribution,"Fresh, cured, or frozen fish and seafood",ECSP,24.0,,,03/09/2010,18965.75,304143.9,Brooklyn,40.711043,-73.926734,301.0,34.0,449.0,3258604.0,3029640044.0,East Williamsburg
80,"Bo Bo Poultry Market, Inc.",Anita Lee,bobopoultry@gmail.com,7184170016,1311 Grand Street,Brooklyn,NY,11211,Manufacturing,Manufacture of poultry products and poultry processing plant,ECSP,32.0,,,02/01/2013,29983.97,210971.06,Brooklyn,40.715927,-73.924917,301.0,34.0,449.0,,,East Williamsburg
191,Grimm Ales LLC,Lauren Grimm,infor@grimmales.com,4093700422,990 Metropolitan Avenue,Brooklyn,NY,11211,Manufacturing,Manufacturer of beer that are produce and brew in kegs and cans of Artisan Beer for distribution in Brooklyn,ECSP,2.0,,,06/05/2018,17007.33,29814.67,Brooklyn,40.714488,-73.936293,301.0,34.0,481.0,3070374.0,3029180007.0,East Williamsburg
205,HI-TECH RESOURCE RECOVERY,MICHAEL SIRISI,tnt71@mrtcarting.com,7183660834,492 Scholes Street,Brooklyn,NY,11237,Commercial,"recycling cardboard, plastics & metal",ECSP,14.0,,,03/09/2009,21908.99,492058.44,Brooklyn,40.711376,-73.927934,301.0,34.0,449.0,3070560.0,3029690014.0,East Williamsburg
274,"MARJAM SUPPLY CO., INC.",Bruce Respler,brespler@marjam.com,6312494900,20 Rewe Street,Brooklyn,NY,11211,Manufacturing,Wholesale distributor of building supply products,ECSP,164.0,,,02/06/2008,1182.37,80222.75,Brooklyn,40.716288,-73.93119,301.0,34.0,449.0,3070500.0,3029270300.0,East Williamsburg
285,MONTEBELLO FOOD CORP,Sam Mangano,sam@montebellofoods.com,7183267210,133 Randolph St,BROOKLYN,NY,11237,Wholesale/Warehouse/Distribution,warehouse distribution of ethinic food,ECSP,18.0,,,05/05/2010,1248.65,218077.49,Brooklyn,40.709254,-73.927176,301.0,34.0,449.0,3000000.0,3029760060.0,East Williamsburg
362,SIGNS DECAL CORP.,BABU KHALFAN,babu@signsanddecal.com,7184866400,410 MORGAN AVENUE,Brooklyn,NY,11211,Manufacturing,MFG. OF SIGNS & DECALS,ECSP,29.0,,,06/03/2013,16342.22,100590.44,Brooklyn,40.718136,-73.936953,301.0,34.0,449.0,3070154.0,3028780001.0,East Williamsburg
372,"Sky High Murals - Colossal Media, Inc.",Adrian Moeller,adrian@colossalmediagroup.com,7188580979,1109 Metropolitan Avenue,Brooklyn,NY,11211,Commercial,outdoor advertising specializing in hand-painted murals,ECSP,76.0,,,07/05/2017,5185.47,16687.25,Brooklyn,40.714343,-73.932101,301.0,34.0,449.0,3070491.0,3029270025.0,East Williamsburg
391,"TECHNICAL LIBRARY SERVICE, INC.",Jacob Salik,jake@talasonline.com,2122190770,330 Morgan Avenue,Brooklyn,NY,11211,Wholesale/Warehouse/Distribution,conservation & archival storage supply house for museums,ECSP,17.0,,,08/03/2009,2753.54,48424.94,Brooklyn,40.715618,-73.935794,301.0,34.0,449.0,3338319.0,3029090101.0,East Williamsburg
440,"WHITEHEAD COMPANY, INC.",STEVEN WOLFSON,paul@acmesalesgroup.com,3473423275,251-253  LOMBARDY STREET,Brooklyn,NY,11222,Manufacturing,MFG. OF HOLLOW METAL,ECSP,4.0,,,10/30/2018,24237.45,39258.98,Brooklyn,40.724289,-73.930633,301.0,34.0,449.0,3069707.0,3028150060.0,East Williamsburg
112,CORONET PARTS MANUFACTURING CO. INC,Jeffrey Rodolitz,jeff@coronetparts.com,7186490710,883-901 Elton St,Brooklyn,NY,11208,Manufacturing,"Brass fittings for te automotive, plumbing and refrigeration industries",ECSP,78.0,,,10/17/2007,2261.28,292488.18,Brooklyn,40.661508,-73.877722,305.0,42.0,1116.0,3327447.0,3043830003.0,East New York
125,DCD Marketing Ltd.,Mitchell Vilinsky,mitch@dcdad.com,7186473000,2744 Atlantic Avenue,Brooklyn,NY,11207,Commercial,"Advertising and marketing, collating, graphics, printing.",ECSP,19.0,,,08/04/2008,8075.15,171197.31,Brooklyn,40.676158,-73.89293,305.0,37.0,1198.0,3083582.0,3036910008.0,East New York
161,FEDERAL EXPRESS,Samuel Adamson,sam.adamson@fedex.com,7187886000,830 Fountain Avenue,Brooklyn,NY,11239,Commercial,OVERNIGHT SHP.,ECSP,77.0,,,07/08/2015,64896.54,357832.21,Brooklyn,40.659816,-73.866717,305.0,42.0,1070.0,3346449.0,3044520425.0,East New York
162,FEDERAL EXPRESS,Samuel Adamson,sam.adamson@fedex.com,7187886000,830 Fountain Avenue,Brooklyn,NY,11239,Commercial,OVERNIGHT SHP.,ECSP,221.0,,,07/05/2007,867.85,378098.57,Brooklyn,40.659816,-73.866717,305.0,42.0,1070.0,3346449.0,3044520425.0,East New York
163,FEDERAL EXPRESS,Samuel Adamson,sam.adamson@fedex.com,7187886000,830 Fountain Avenue,Brooklyn,NY,11239,Commercial,OVERNIGHT SHP.,ECSP,193.0,,,09/09/2008,9210.43,467120.83,Brooklyn,40.659816,-73.866717,305.0,42.0,1070.0,3346449.0,3044520425.0,East New York
396,"The Handy Tool & Mfg. Co., Inc.",Rochelle Sherman,rochelle@handytool.com,7184789203,1205 Rockaway Avenue,Brooklyn,NY,11236,Manufacturing,Airplne parts,ECSP,29.0,,,01/17/2017,2808.62,12937.27,Brooklyn,40.650042,-73.905711,318.0,42.0,1098.0,3257088.0,3081310022.0,East New York
405,"TRANSCONTINENTAL ULTRA FLEX , INC.",RONALD BENNETT,rbennett@ultraflex.com,7182729100,975 ESSEX STREET,Brooklyn,NY,11208,Manufacturing,MFG. & PRINTER PACKAGING,ECSP,279.0,,,07/07/2017,328812.48,949952.3,Brooklyn,40.660379,-73.874732,305.0,42.0,1078.0,3098057.0,3044070015.0,East New York
414,ULTRA CREATIVE CORP.,ROBERT MOREL,,7187865151,957 ESSEX STREET,Brooklyn,NY,11208,Manufacturing,MFG PLASTIC BAGS,ECSP,130.0,15.0,260.0,02/05/1993,10646.47,1242068.09,Brooklyn,40.660676,-73.874955,305.0,42.0,1078.0,,,East New York
434,"WATERMARK DESIGN, LTD.",Jack Abel,jabel@watermark-designs.com,7182572800,350 DEWITT AVENUE,BROOKLYN,NY,11207,Manufacturing,Decorative Faucets,ECSP,44.0,,,04/21/2008,8319.02,249813.85,Brooklyn,40.656048,-73.897078,305.0,42.0,1098.0,3086089.0,3038820006.0,East New York
